title,review,rating,date,label
Venho com a nota sim e antes eu falei com o vendedor e pedi.,"O celular supriu muito as minhas expectativas, é muito lindo!!! A câmera é top...  Venho com a nota sim eu falei com o vendedor antes de firmar a compra. E o carregador é original, realmente valeu a pena comprei dia 28/09 chegou dia 02/10 muito rápido.",5.0,2/10/2020,Good
Redmi Note 8,"Segundo celular Xiaomi que compro, celular muito lindo com acabamento maravilhoso, fluido, as fotos são perfeitas... Estou surpreso com esse celular. Enquanto ao envio foi super rápido, foi feito pagamento na segunda feira dia 17/02 e chegou hoje quarta feira 19/02. Veio bem embalo e seguro.",5.0,19/02/2020,Good
Muito bom,"Produto muito bom, chegou dentro do prazo. Câmera boa, a bateria dura. Se não mexer muito na internet apps pesados a bateria dura uns 3 dias...muito bom gostei bastante",5.0,5/06/2020,Good
Bom celular,"O celular é bom, porém tive problemas com o carregador, e não veio fone de ouvido,  e também a mercadoria foi entregue sem nota fiscal.Estou aguardando o vendedor enviar por e-mail.",3.0,2/03/2020,Neutral
Chegou em 3 dias. Ótimo aparelho!,"Apenas um problema, o carregador parece que veio com um pino torto. Como veio lacrado acredito que seja problema de fábrica, mas não me impede de carregar o celular, porém, é um contra. Mas de resto tudo certo. Ótimo celular e estou usufruindo muito bem dele. Linda cor!",4.0,24/06/2020,Good
Vale muito a pena.,"Primeiro, comprei no domingo a noite e chegou na terça pela manhã.Segundo, celular de ótima qualidade, melhor custo benefício, ótimas funções. Vale muito a pena. Agradeço aos comentários anteriores, foi fundamental na hora da compra.",5.0,16/01/2020,Good
Sobre o produto e entrega,"Chegou 3 dias depois que o pagamento foi aprovado. O aparelho além de muito bonito e elegante cumpre com todas as suas funções. Veio case, como todo cel da xiaomi e o carregador ok. Não me decepcionei!",5.0,18/05/2020,Good
Amei a duração da bateria,"Migrei do sistema IOS e acho um pouco difícil a transição, mas o celular é ótimo.",5.0,10/10/2020,Good
smartphone Xiaone,O telefone chegou bem embalado dentro do prazo previsto. O produto é bom funciona bem a qualidade das fotos deixam a desejar em comparação ao iphone mas não a outros telefones. até o momento estou satisfeita.,5.0,20/01/2020,Good
Excelente,"Celular muito bom para usar no dia a dia !Unica coisa que teve um pequeno problema com minha entrega por causa dos correios, mais o vendedor me reenviou u novo pedido em dois dias chegou pra mim ! Vlw !",5.0,16/01/2020,Good
Decepção,Um produto com uma fama enorme que me decepciono um dos aparelhos com cinco meses apresentou defeito e corro atrás de ajuda pra concertar faz mais de um ano lamentável.,1.0,14/02/2021,Bad
Ótimo custo benefício,O celular tem um ótimo custo benefício e a loja Fênix realizou a entrega de forma rápida e enviou NF por e-mail. Único ponto negativo é que o carregador veio com padrão americano.,5.0,20/06/2020,Good
Ótimo,"2 semanas com o xaiome not 8 e até o momento tá cumprindo tudo quê o produto promete, e sobre a compra entrega rápida e devidamente embalado com todos os cuidados nescessários",5.0,21/07/2020,Good
Não é a versão global então o carregador não vem no padrão das tomadas do Brasil,Chegou tudo certinho. Nota fiscal ok. Ainda veio dois fones e 2 películas de vidro com os celulares. Demorou cerca de 27 dias para chegar. Não é a versão global.,2.0,13/02/2020,Bad
Celular muito bom mas uso burocrático.,Adorei o tom do azul e odiei a dificuldade  trocar o fundo de tela de bloqueio depois que se usa um que não seja da Xiaomi... Sacanagem isso...,5.0,25/03/2020,Good
Recomendo,"Ótimo produto, câmeras de ótimas qualidades, só achei a bateria não dura muito, mas, com pequenos ajustes na configuração, ela tem mais durabilidade.",5.0,20/08/2020,Good
Cameras boas,Eu gostei muito ele e lindo funciona maravilhosamente amei ja tinha um note 7 agora pegue ese note 8 a outra coisa chego muito rápido pedir terça chego sábado,5.0,27/09/2020,Good
O produto cumpre o que promete!,"A entrega foi super rápida, até mesmo antes do prazo. E o produto é maravilhoso! O aparelho tem um ótimo desempenho, câmera perfeita, e qualidade nos áudios, sem contar que tem um design lindo. Amei!",5.0,5/03/2020,Good
duração da bateria não é muito bom,"os gráficos são bons, mas a bateria é ruim. Câmera maravilhosa, tela boa, grande.",5.0,15/06/2020,Good
Adorei!,"Apesar da bateria não ser das melhores, ela é boa o suficiente. A câmera é bem boa, a memória é perfeita e o desempenho do celular no geral é ótimo. O melhor custo-benefício!",5.0,22/12/2020,Good
"Empresa confiável, podem comprar sem medo.","Produto de qualidade!O envio foi rápido, já tenho o Xiaomi Note 6 Pro, esse eu comprei pro meu filho.",5.0,4/04/2020,Good
Amazon está de parabéns pela agilidade das entregas,Celular é muito bom..Porém tive que comprar um adaptador pq carregarrador veio com pinos quadrado...A entrega é super rápida...amei comprar pela Amazon estão de parabéns,5.0,23/03/2020,Good
Superou minhas expectativas.,"Ótimo celular. Tudo a que se refere o anúncio, está completamente de acordo. Com certeza recomendo a quem estiver interessado em um celular com bom preço e de alta qualidade.",5.0,4/12/2020,Good
Super hiper mega recomendável tanto o produto quanto a loja/site.,"Estou muito contente com a compra deste produto!- Chega MUITO antes do prazo- Celular em PERFEITAS condições- Celular muito TOP de Linha- Melhor Site também para compras- Melhor LojaEnfim, avaliando em uma nota de 0 a 10 posso dizer que são 110/10 haha",5.0,31/01/2020,Good
Muito bom,Muito bom o produto e o vendedor também .Foi enviado no dia que se confirmou o pagamento e recebido o produto em manos de uma semana.Produto exatamente conforme na descrição,5.0,28/11/2019,Good
Satisfeita,"Tive um contratempo com o Correios devido a pandemia, mas a loja conseguiu solucionar da melhor forma e com o melhor atendimento. Agradeço pela atenção e eficácia!!! Indico muito...",4.0,5/06/2020,Good
"Produto chegou super rápido, funciona super bem","Produto chegou super rápido, pedi na segunda feira por volta das 18h e chegou na quarta pela manhã....Funciona super bem, porém achei que a bateria gasta bastante, mesmo sem usar o celular...",5.0,6/02/2020,Good
Estava desconfiada,"Demorei meses pensando e repensando sobre fazer essa compra (por não ter nota fiscal e outros motivos), mas tomei coragem e super valeu a pena estou gostando muito da experiência",5.0,8/01/2021,Good
100% Confiável 👍,"Chegou muito rápido aqui no Maranhão apenas 6 dias após a compra , só não gostei do modelo do carregador tive q comprar um adaptador pra poder carregar o aparelho mas fora isso TD tranquilo 😁😁😁",5.0,28/01/2020,Good
Excelente aparelho,Ótimo aparelho chegou tudo certinho.Adorei esse note 8Super indicoPode comprar sem medoNão tem como se arrependerJá estou pensando em comprar outro pra mim KKK ❤️,5.0,22/02/2020,Good
Top,"Adoreeeiii! Vendedor atencioso ainda enviou uma película e fone de ouvido.O carregador veio padrão brasileiro também. Chegou 2 dias antes do prazo mínimo. Celular lindo, lacrado e bem embalado. Nota 10!",5.0,11/12/2019,Good
O tel tá travando e desligando sozinho,"Boa noite,meu celular chegou hoje só q tá travando e desligando sozinho!!Acredito q seja defeito de fabrica!",1.0,21/01/2020,Bad
Custo benefício,Realmente me surpreendeu! Pelo custo benefício o mesmo entrega tudo que pede! recomendo muito como entrada para um smartphone top de linha!,5.0,28/01/2020,Good
Câmera ótima,"Chegou super rápido, antes do prazo.  A câmera é perfeita! Chegou bem embalado e com nota fiscal. Gostei muito 😁 o que deixa de desejar é o carregador, mas nada que um adaptador não resolva.",5.0,30/03/2020,Good
Amei a compra,Satisfeita! Ameio o celular..  superou minhas expectativas. O vendedor também recomendo. Entregou bem antes do prazo previsto e respondeu minhas dúvidas sempre que precisei.,5.0,16/07/2020,Good
Recomendo,"Ótimo custo beneficio, processador rápido para uso no dia a dia, atende muito bem como celular intermediário, bateira dura bem, sucesso de vendas com certeza.",5.0,19/01/2020,Good
Espetacular!,"Aparelho maravilhoso; atendeu todas as minhas expectativas, e a compra na Amazon foi super tranquila! Entrega foi efetuada em menos de 4 dias e a loja parceira me ofereceu um aparelho impecável. AMEI",5.0,6/01/2020,Good
Carregador de encaixe na tomada diferente,"Tem atendido todas as necessidades propostas até o momento. Muito bom.Apenas o carregador que te entrada na tomada que nao é de 3 pontas, obrigando o usuario a carregar consigo um  "" T '' adaptador.",4.0,24/01/2020,Good
Entrega muito rápida tudo certinho!,Gente esse vendedor é top!!Eu comprei terça(19/05/20) a noite e chegou agora de manhã sexta(22/05/20) tudo certinho. Perfeito! Com certeza sempre que precisar irei procurá-los.,5.0,22/05/2020,Good
Xiaomi Redmi Note 8 vale a pena comprar,"O produto chegou antes do prazo, porém não veio com nota fiscal e o carregador não é padrão brasileiro.Referente ao produto, é um pouco pesado, além disso, é maravilhoso! Vale a pena comprar.",4.0,16/01/2020,Good
Produto excelente,"Produto excelente, comprei de presente para o meu esposo e na hora queria pra mim rsrsrs. Tenho um iPhone e trocaria ele fácil pelo xiaomi, custo benefício melhor ainda. Chegou antes do prazo previsto. Eu recomendo.",4.0,6/01/2020,Good
"Redmi Note 8, ótimo custo benefício","O celular é ótimo pelo valor, tudo nele foi satisfatório, roda todos os games atualmente famosos da Playstore, recomendo o uso do App Gcam para melhorar MUITOO a qualidade das fotografias.",4.0,10/03/2020,Good
Ser o vendedor e confiável,"Super recomedo esse vendedor, venho certinho com nota fiscal, so n vem o carregador no nosso padrão mas n ligo pra isso, super rápido  demorou 12 dias pra entrega  8 dias úteis  quando quiser compra mas comparei com esse vendedor super top....",5.0,19/08/2020,Good
Ótimo aparelho,"Celular ótimo, bom custo benefício, câmeras ótimas. Estou com o meu a 1 mês e chegou antes do prazo bem embalado. Uma ótima compra, vale a pena desde que o valor não passe de 1.200.",5.0,25/05/2020,Good
Minha esposa adorou,"Comprei de presente para minha esposa, um celular muito bom com um preço acessível. Ótimo custo benefício!",5.0,27/04/2021,Good
Celular em perfeito estado.,"Vendedor atencioso, respondeu todas as dúvidas rapidamente e auxiliou quando solicitado, celular chegou muito bem embalado, em perfeito estado, versão global, verificado no site da Xiaomi, só elogios.",5.0,13/02/2020,Good
Excelente custo benefício,"Um telefone muito bom pelo preço. O melhor na faixa de R$ 1000,00. A função de duplicar aplicativos e dividir a tela ajuda muito. A bateria dura o dia todo mesmo com uso prolongado de jogos.",5.0,31/03/2020,Good
Qualidade excelente!,"O aparelho é realmente de excelente qualidade. A qualidade das fotos é indiscutível. Eu temia que não gostasse, porque não me adaptei só iPhone. Mas eu estou amando.",5.0,31/03/2020,Good
Ótima loja e aquisição,"muito boooooom. a melhor compra que já fiz. agora a bateria não está durando muito, não sei o que está acontecendo. depois da Miui 11 ele ficou assim. Ademais, ótimo aparelho. e muito bom a lojaaaaa!",5.0,20/02/2020,Good
custo-benefício,"Pelo o que o produto oferece, está um pouco acima do esperado, porém o problema é um bom custo benefício em comparação ao mercado atual.",4.0,18/07/2020,Good
Recomendo,"Celular veio conforme o anúncio, entrega super rápida, moro no interior do Rio e chegou em 4 dias. Carregador padrão Brasileiro, Nota fiscal, capa de silicone, película de Vidro. Tudo perfeito",5.0,14/03/2020,Good
Custo-Benefício Excelente!,"Câmera entrega ótimas imagens com grande definição e resolução, bateria é boa para uso intensivo e o valor cobrado pelo produto é justo. Recomendo!",5.0,6/03/2020,Good
Excelente aparelho,"Bom aparelho, bem rápido e estável, bateria dura bastante e a função de economizar bateria realmente funciona. Estou bem satisfeito com o produto.",5.0,11/06/2021,Good
Excelente,"Funcionando perfeitamente, a bateria dura muito mais do que o informe para o meu estilo de uso (desligo dados móveis e diminuo o brilho quando não uso).",5.0,28/03/2020,Good
Um dos melhores nessa faixa de preço.,"Ótimo celular para o preço que custa. Tela, bateria, câmeras, hardware, armazenamento... Tudo nele satisfaz.",5.0,31/03/2020,Good
Melhor compra que fiz,"Ia comprar um celular bem mais caro quando minha tia me disse sobre esse. Comprei, paguei 1/3 do preço e superou minhas espectativas. A camera é otima, a velocidade é otima. Estou muito feliz",5.0,31/01/2020,Good
Melhor compra de todas,"Chegou antes do prazo, excelente custo-beneficio senão o melhor de todos da categoria dos intermediários (melhor que alguns tops ainda), vc não acha melhor por esse preço, period.",5.0,17/12/2019,Good
Bom para um smartphone de entrada.,"A relação custo-benefício e funcionalidade é boa, porém a qualidade das câmeras (frontal e fundo) necessita ser melhorada, pois distorce a cor ambiente.",4.0,29/03/2020,Good
Ótimo custo beneficio,"Aparelho atende todas as expectativas, bateria com excelente durabilidade, carrega rápido (cerca de 1h), e ótima entrega do produto, recebido apos 4 dias do pedido!",5.0,25/09/2020,Good
Péssimo ATENDIMENTO - Produto sem plug nacional - SEM NOTA FISCAL,"Boa tarde,Estou esperando A DEVOLUÇÃO DO MEU DINHEIRO.Já solicitei o reembolso, pois o produto veio sem o plug nacional e sem nota fiscal.Att,",1.0,25/07/2020,Bad
Incrível!,Simplesmente o melhor celular que tive até hoje! Migrei de iPhone para Xiaomi e não me arrependo em nada! O celular é o melhor que existe.,5.0,30/01/2020,Good
